Neighborhood,Room_Type,Accommodates,Bedrooms,Number_of_Reviews,Wifi,Cable_TV,Washer,Kitchen,Price(US_Dollars)
Pankow,Entire Home/Apt,3,1,0,Yes,No,Yes,No,40
Mitte,Entire Home/Apt,3,2,7,Yes,Yes,Yes,Yes,75
Pankow,Entire Home/Apt,2,1,0,No,Yes,No,No,45
Pankow,Entire Home/Apt,2,1,3,Yes,No,Yes,Yes,60
Neukölln,Shared Room,2,1,3,No,Yes,No,No,30
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,5,Yes,No,Yes,Yes,80
Neukölln,Private Room,3,1,6,Yes,Yes,Yes,Yes,20
Charlottenburg-Wilm.,Private Room,2,1,1,Yes,Yes,Yes,Yes,20
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,9,Yes,Yes,Yes,Yes,59
Neukölln,Private Room,2,1,1,Yes,Yes,Yes,Yes,40
Friedrichshain-Kreuzberg,Private Room,2,1,21,Yes,Yes,No,Yes,52
Neukölln,Private Room,2,1,0,Yes,Yes,Yes,Yes,21
Mitte,Private Room,2,1,70,Yes,Yes,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,1,1,8,Yes,No,Yes,Yes,27
Pankow,Private Room,3,1,1,Yes,No,No,Yes,19
Mitte,Private Room,2,1,4,Yes,Yes,Yes,Yes,19
Pankow,Entire Home/Apt,5,2,8,Yes,Yes,Yes,Yes,140
Mitte,Private Room,1,1,0,Yes,Yes,No,Yes,18
Pankow,Entire Home/Apt,1,0,0,Yes,Yes,Yes,Yes,25
Charlottenburg-Wilm.,Entire Home/Apt,4,2,5,No,No,Yes,Yes,250
Friedrichshain-Kreuzberg,Private Room,2,1,1,Yes,No,Yes,Yes,39
Tempelhof - Schöneberg,Private Room,1,1,5,Yes,Yes,Yes,Yes,30
Pankow,Entire Home/Apt,4,2,1,No,No,Yes,Yes,62
Friedrichshain-Kreuzberg,Entire Home/Apt,6,2,2,No,Yes,No,No,80
Friedrichshain-Kreuzberg,Private Room,3,1,29,Yes,Yes,Yes,Yes,32
Friedrichshain-Kreuzberg,Private Room,2,1,5,Yes,No,Yes,Yes,31
Mitte,Entire Home/Apt,6,1,38,Yes,No,No,Yes,120
Neukölln,Private Room,2,1,1,Yes,No,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,2,1,12,Yes,No,Yes,Yes,35
Neukölln,Private Room,2,1,5,Yes,Yes,Yes,Yes,25
Pankow,Entire Home/Apt,8,3,13,Yes,No,Yes,Yes,130
Mitte,Entire Home/Apt,2,1,5,Yes,No,Yes,Yes,80
Mitte,Entire Home/Apt,2,1,3,Yes,Yes,Yes,Yes,52
Neukölln,Entire Home/Apt,5,3,6,Yes,Yes,Yes,Yes,60
Mitte,Private Room,2,1,0,Yes,Yes,Yes,Yes,22
Mitte,Entire Home/Apt,3,2,4,Yes,Yes,Yes,Yes,45
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,1,Yes,No,Yes,Yes,50
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,4,Yes,No,Yes,Yes,45
Pankow,Private Room,2,1,1,Yes,Yes,No,Yes,40
Pankow,Entire Home/Apt,2,2,1,Yes,Yes,Yes,Yes,58
Tempelhof - Schöneberg,Private Room,2,1,2,Yes,Yes,Yes,Yes,18
Charlottenburg-Wilm.,Private Room,3,1,17,Yes,No,Yes,Yes,60
Friedrichshain-Kreuzberg,Private Room,2,1,35,Yes,Yes,Yes,Yes,85
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,No,Yes,Yes,20
Neukölln,Entire Home/Apt,4,1,37,Yes,Yes,No,Yes,50
Pankow,Private Room,2,1,0,Yes,Yes,Yes,Yes,50
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,110
Friedrichshain-Kreuzberg,Private Room,2,1,3,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,1,1,3,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,10,Yes,Yes,Yes,Yes,109
Friedrichshain-Kreuzberg,Private Room,2,1,5,Yes,No,Yes,Yes,40
Pankow,Entire Home/Apt,4,1,5,Yes,No,Yes,Yes,80
Charlottenburg-Wilm.,Private Room,4,1,4,Yes,Yes,Yes,Yes,23
Lichtenberg,Entire Home/Apt,2,1,13,Yes,No,Yes,Yes,49
Mitte,Private Room,2,1,3,Yes,Yes,Yes,Yes,51
Pankow,Entire Home/Apt,2,2,1,Yes,Yes,Yes,Yes,40
Charlottenburg-Wilm.,Entire Home/Apt,2,1,2,Yes,Yes,Yes,Yes,125
Pankow,Private Room,2,1,1,Yes,Yes,Yes,Yes,30
Mitte,Entire Home/Apt,2,1,3,Yes,No,Yes,Yes,40
Mitte,Private Room,2,1,1,Yes,Yes,Yes,Yes,20
Mitte,Private Room,2,1,6,Yes,Yes,Yes,Yes,22
Friedrichshain-Kreuzberg,Private Room,1,1,0,Yes,Yes,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,2,1,4,Yes,Yes,Yes,Yes,45
Lichtenberg,Private Room,1,1,6,Yes,Yes,Yes,Yes,11
Mitte,Private Room,2,1,0,Yes,No,Yes,Yes,40
Mitte,Entire Home/Apt,1,0,0,No,No,Yes,Yes,37
Mitte,Private Room,1,1,1,Yes,Yes,Yes,Yes,20
Pankow,Entire Home/Apt,4,2,3,Yes,No,Yes,Yes,50
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,50
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,9,Yes,No,Yes,Yes,95
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,128,Yes,No,Yes,Yes,60
Friedrichshain-Kreuzberg,Private Room,2,1,1,Yes,No,Yes,Yes,47
Mitte,Entire Home/Apt,2,2,2,Yes,Yes,Yes,Yes,40
Friedrichshain-Kreuzberg,Entire Home/Apt,2,0,2,Yes,No,Yes,Yes,32
Friedrichshain-Kreuzberg,Entire Home/Apt,5,2,11,Yes,No,Yes,Yes,58
Pankow,Entire Home/Apt,7,3,0,Yes,No,Yes,Yes,148
Neukölln,Private Room,2,1,8,Yes,Yes,Yes,Yes,28
Friedrichshain-Kreuzberg,Private Room,2,1,1,Yes,Yes,Yes,Yes,40
Neukölln,Entire Home/Apt,2,1,1,Yes,Yes,Yes,Yes,50
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,6,Yes,No,Yes,Yes,35
Lichtenberg,Entire Home/Apt,4,1,137,Yes,No,Yes,Yes,40
Mitte,Shared Room,4,1,36,Yes,No,Yes,Yes,80
Neukölln,Private Room,1,1,7,Yes,Yes,No,Yes,25
Neukölln,Entire Home/Apt,2,1,2,Yes,Yes,Yes,Yes,39
Pankow,Private Room,2,1,3,Yes,Yes,No,Yes,50
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,17,Yes,No,Yes,Yes,99
Pankow,Private Room,2,1,0,Yes,No,Yes,Yes,15
Pankow,Entire Home/Apt,2,1,16,Yes,No,Yes,Yes,110
Tempelhof - Schöneberg,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,60
Neukölln,Private Room,1,1,8,Yes,Yes,Yes,Yes,15
Neukölln,Private Room,1,1,19,Yes,Yes,Yes,Yes,29
Mitte,Private Room,2,1,10,Yes,Yes,Yes,Yes,35
Pankow,Entire Home/Apt,2,2,4,Yes,No,Yes,Yes,55
Neukölln,Entire Home/Apt,2,1,9,Yes,Yes,Yes,Yes,50
Pankow,Private Room,2,1,0,Yes,No,Yes,Yes,25
Pankow,Private Room,2,1,1,Yes,Yes,Yes,Yes,35
Pankow,Private Room,2,1,91,Yes,Yes,Yes,Yes,30
Neukölln,Entire Home/Apt,4,2,37,Yes,Yes,No,Yes,84
Mitte,Entire Home/Apt,3,2,10,Yes,Yes,Yes,Yes,100
Mitte,Entire Home/Apt,2,1,0,Yes,Yes,Yes,No,25
Friedrichshain-Kreuzberg,Private Room,3,2,6,No,Yes,Yes,Yes,70
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,13,Yes,No,Yes,Yes,70
Neukölln,Entire Home/Apt,2,1,6,Yes,Yes,Yes,Yes,39
Mitte,Entire Home/Apt,2,1,3,Yes,No,Yes,Yes,35
Neukölln,Entire Home/Apt,3,1,3,Yes,Yes,Yes,Yes,43
Pankow,Entire Home/Apt,2,1,45,Yes,No,No,Yes,80
Lichtenberg,Entire Home/Apt,2,1,9,Yes,No,Yes,Yes,50
Treptow - Köpenick,Entire Home/Apt,4,3,0,Yes,Yes,Yes,Yes,110
Friedrichshain-Kreuzberg,Private Room,2,1,81,Yes,No,Yes,No,79
Pankow,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,45
Friedrichshain-Kreuzberg,Private Room,2,1,3,Yes,Yes,Yes,Yes,39
Pankow,Entire Home/Apt,2,1,22,Yes,No,Yes,Yes,45
Pankow,Entire Home/Apt,2,1,8,Yes,Yes,Yes,Yes,28
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,No,No,Yes,40
Friedrichshain-Kreuzberg,Private Room,2,1,6,Yes,Yes,No,Yes,29
Pankow,Entire Home/Apt,2,1,1,Yes,No,No,Yes,60
Pankow,Entire Home/Apt,2,1,6,Yes,No,Yes,Yes,55
Treptow - Köpenick,Private Room,4,1,14,Yes,No,Yes,Yes,50
Friedrichshain-Kreuzberg,Private Room,1,1,0,Yes,Yes,Yes,Yes,35
Pankow,Private Room,1,1,6,Yes,Yes,Yes,Yes,30
Pankow,Private Room,3,1,0,Yes,No,Yes,Yes,20
Pankow,Entire Home/Apt,2,1,5,Yes,Yes,Yes,Yes,95
Lichtenberg,Entire Home/Apt,3,2,0,Yes,Yes,Yes,Yes,48
Neukölln,Private Room,2,1,3,Yes,No,Yes,Yes,56
Lichtenberg,Entire Home/Apt,2,1,13,Yes,No,No,Yes,46
Pankow,Entire Home/Apt,2,0,3,Yes,Yes,No,Yes,54
Friedrichshain-Kreuzberg,Private Room,1,1,0,Yes,Yes,Yes,Yes,26
Mitte,Private Room,4,3,2,Yes,Yes,Yes,Yes,85
Pankow,Entire Home/Apt,5,3,1,Yes,No,Yes,Yes,45
Pankow,Private Room,2,1,14,Yes,No,Yes,Yes,28
Friedrichshain-Kreuzberg,Private Room,1,1,0,No,Yes,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,1,1,1,Yes,Yes,No,Yes,11
Mitte,Private Room,2,1,1,Yes,Yes,No,Yes,25
Mitte,Entire Home/Apt,1,1,1,Yes,No,Yes,Yes,40
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,60,Yes,No,Yes,Yes,120
Mitte,Private Room,2,1,0,Yes,Yes,No,Yes,32
Charlottenburg-Wilm.,Entire Home/Apt,1,1,2,Yes,No,Yes,Yes,35
Steglitz - Zehlendorf,Private Room,2,1,1,Yes,Yes,Yes,Yes,24
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,9,Yes,No,No,Yes,65
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,18
Tempelhof - Schöneberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,70
Pankow,Private Room,2,1,10,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,1,1,0,No,Yes,No,Yes,15
Neukölln,Entire Home/Apt,6,1,18,Yes,Yes,Yes,Yes,100
Charlottenburg-Wilm.,Entire Home/Apt,2,1,15,Yes,Yes,Yes,Yes,90
Pankow,Private Room,1,1,7,Yes,Yes,Yes,Yes,45
Tempelhof - Schöneberg,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,43
Pankow,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,33
Friedrichshain-Kreuzberg,Private Room,2,1,4,Yes,Yes,No,Yes,40
Mitte,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,25
Pankow,Entire Home/Apt,3,2,1,Yes,Yes,Yes,Yes,107
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,20,Yes,No,Yes,Yes,79
Pankow,Private Room,1,1,73,Yes,Yes,Yes,Yes,22
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,No,Yes,40
Neukölln,Entire Home/Apt,2,1,1,Yes,Yes,Yes,Yes,40
Charlottenburg-Wilm.,Entire Home/Apt,4,2,1,Yes,No,No,Yes,30
Neukölln,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,50
Mitte,Private Room,2,1,0,Yes,No,Yes,Yes,30
Tempelhof - Schöneberg,Private Room,2,1,80,Yes,Yes,Yes,Yes,38
Mitte,Private Room,1,1,5,Yes,Yes,Yes,Yes,22
Pankow,Private Room,1,1,86,Yes,Yes,Yes,Yes,40
Neukölln,Entire Home/Apt,4,1,7,Yes,Yes,Yes,Yes,60
Reinickendorf,Private Room,4,1,51,Yes,No,No,Yes,38
Neukölln,Entire Home/Apt,4,3,2,Yes,No,Yes,Yes,50
Pankow,Entire Home/Apt,4,3,8,Yes,No,Yes,Yes,85
Tempelhof - Schöneberg,Entire Home/Apt,4,1,0,Yes,Yes,Yes,Yes,50
Pankow,Entire Home/Apt,2,1,1,Yes,Yes,Yes,Yes,49
Friedrichshain-Kreuzberg,Private Room,2,1,9,Yes,No,Yes,Yes,39
Mitte,Entire Home/Apt,3,2,1,Yes,No,No,Yes,49
Friedrichshain-Kreuzberg,Private Room,2,1,1,Yes,Yes,No,Yes,30
Neukölln,Private Room,2,1,16,Yes,Yes,Yes,Yes,30
Pankow,Entire Home/Apt,2,1,29,Yes,No,Yes,Yes,50
Friedrichshain-Kreuzberg,Private Room,2,1,7,Yes,Yes,Yes,Yes,30
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,8,Yes,Yes,Yes,Yes,90
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,2,Yes,No,Yes,Yes,79
Mitte,Private Room,2,1,10,Yes,Yes,Yes,Yes,50
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,No,Yes,40
Pankow,Entire Home/Apt,4,2,1,Yes,No,Yes,Yes,60
Neukölln,Private Room,2,1,143,Yes,Yes,Yes,Yes,31
Friedrichshain-Kreuzberg,Entire Home/Apt,3,2,4,Yes,Yes,Yes,Yes,55
Pankow,Private Room,3,1,6,Yes,Yes,Yes,Yes,40
Mitte,Private Room,2,1,37,Yes,No,No,Yes,39
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,2,Yes,Yes,Yes,Yes,50
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,15
Neukölln,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,58
Friedrichshain-Kreuzberg,Entire Home/Apt,2,2,0,Yes,Yes,Yes,Yes,48
Friedrichshain-Kreuzberg,Private Room,1,1,1,Yes,Yes,Yes,Yes,15
Neukölln,Private Room,2,1,9,Yes,Yes,Yes,Yes,65
Pankow,Entire Home/Apt,4,0,128,Yes,No,No,Yes,64
Friedrichshain-Kreuzberg,Private Room,1,1,0,Yes,Yes,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,1,1,1,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,6,3,3,Yes,Yes,Yes,Yes,100
Pankow,Entire Home/Apt,2,2,4,Yes,Yes,Yes,Yes,40
Pankow,Entire Home/Apt,4,3,0,Yes,Yes,Yes,Yes,57
Pankow,Private Room,2,1,21,Yes,No,Yes,Yes,75
Neukölln,Entire Home/Apt,4,2,4,Yes,Yes,Yes,Yes,110
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,25
Pankow,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,45
Neukölln,Entire Home/Apt,4,2,4,Yes,No,Yes,Yes,90
Pankow,Private Room,3,1,322,Yes,No,Yes,Yes,46
Neukölln,Private Room,2,1,2,Yes,No,Yes,Yes,32
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,45
Friedrichshain-Kreuzberg,Private Room,2,1,9,Yes,Yes,Yes,Yes,48
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,1,Yes,Yes,Yes,Yes,64
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,6,Yes,No,Yes,Yes,90
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,2,Yes,No,Yes,Yes,50
Mitte,Private Room,1,1,4,Yes,No,Yes,Yes,44
Mitte,Entire Home/Apt,5,2,4,Yes,No,Yes,Yes,85
Charlottenburg-Wilm.,Entire Home/Apt,7,4,14,Yes,No,Yes,Yes,129
Steglitz - Zehlendorf,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,50
Neukölln,Private Room,2,1,2,Yes,Yes,Yes,Yes,19
Mitte,Private Room,2,1,4,Yes,Yes,Yes,Yes,20
Spandau,Entire Home/Apt,2,1,0,Yes,No,No,Yes,150
Charlottenburg-Wilm.,Entire Home/Apt,3,2,1,Yes,Yes,Yes,Yes,48
Friedrichshain-Kreuzberg,Private Room,2,1,6,Yes,Yes,Yes,Yes,30
Pankow,Entire Home/Apt,2,1,4,Yes,No,Yes,Yes,33
Pankow,Private Room,2,1,5,Yes,Yes,Yes,Yes,20
Neukölln,Private Room,1,1,0,Yes,Yes,Yes,Yes,18
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,3,Yes,No,No,Yes,50
Neukölln,Entire Home/Apt,2,1,0,Yes,Yes,Yes,Yes,40
Tempelhof - Schöneberg,Entire Home/Apt,5,2,27,Yes,No,Yes,Yes,60
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,No,Yes,Yes,70
Charlottenburg-Wilm.,Entire Home/Apt,4,1,1,Yes,No,Yes,Yes,42
Mitte,Entire Home/Apt,2,1,31,Yes,No,Yes,Yes,48
Neukölln,Entire Home/Apt,4,1,12,Yes,No,Yes,Yes,57
Mitte,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,55
Neukölln,Private Room,3,1,34,Yes,Yes,Yes,Yes,35
Neukölln,Private Room,1,1,1,Yes,Yes,Yes,Yes,20
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,25
Pankow,Entire Home/Apt,5,4,0,Yes,No,Yes,Yes,120
Friedrichshain-Kreuzberg,Entire Home/Apt,5,2,31,Yes,Yes,Yes,Yes,169
Friedrichshain-Kreuzberg,Private Room,2,1,1,Yes,Yes,Yes,Yes,23
Neukölln,Private Room,1,1,2,Yes,Yes,Yes,Yes,25
Friedrichshain-Kreuzberg,Private Room,2,1,2,Yes,Yes,Yes,Yes,33
Mitte,Private Room,1,1,1,Yes,Yes,Yes,Yes,25
Neukölln,Private Room,1,1,3,Yes,Yes,Yes,Yes,16
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,17
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,18,Yes,Yes,No,Yes,54
Pankow,Shared Room,1,1,0,No,Yes,No,No,70
Friedrichshain-Kreuzberg,Private Room,2,1,6,Yes,Yes,Yes,Yes,29
Friedrichshain-Kreuzberg,Private Room,2,1,73,Yes,Yes,Yes,Yes,37
Mitte,Private Room,4,1,9,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,2,1,2,Yes,Yes,No,Yes,50
Pankow,Entire Home/Apt,2,0,0,No,No,Yes,Yes,40
Neukölln,Private Room,2,1,1,Yes,Yes,Yes,Yes,25
Mitte,Shared Room,2,1,0,Yes,No,Yes,Yes,25
Tempelhof - Schöneberg,Private Room,1,1,0,Yes,Yes,No,Yes,30
Pankow,Private Room,2,1,0,Yes,Yes,Yes,Yes,35
Mitte,Private Room,2,1,8,Yes,No,Yes,Yes,50
Tempelhof - Schöneberg,Entire Home/Apt,2,1,5,Yes,Yes,Yes,Yes,22
Pankow,Entire Home/Apt,4,1,128,Yes,Yes,No,Yes,80
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,3,Yes,Yes,Yes,Yes,56
Neukölln,Entire Home/Apt,4,2,2,Yes,Yes,Yes,Yes,45
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,15,Yes,Yes,No,Yes,120
Pankow,Entire Home/Apt,5,3,19,Yes,No,Yes,Yes,170
Pankow,Entire Home/Apt,3,1,12,Yes,Yes,Yes,Yes,85
Lichtenberg,Private Room,1,1,0,Yes,Yes,No,Yes,17
Treptow - Köpenick,Entire Home/Apt,2,1,2,Yes,No,Yes,Yes,35
Pankow,Entire Home/Apt,4,1,126,Yes,Yes,No,Yes,70
Pankow,Private Room,2,1,7,Yes,Yes,Yes,Yes,40
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,80
Friedrichshain-Kreuzberg,Entire Home/Apt,3,2,30,Yes,Yes,Yes,Yes,100
Mitte,Private Room,2,1,2,Yes,Yes,Yes,Yes,60
Mitte,Entire Home/Apt,6,2,1,Yes,No,No,Yes,129
Friedrichshain-Kreuzberg,Entire Home/Apt,4,1,8,Yes,Yes,Yes,Yes,84
Friedrichshain-Kreuzberg,Private Room,2,1,3,Yes,Yes,Yes,Yes,25
Friedrichshain-Kreuzberg,Entire Home/Apt,3,1,0,Yes,Yes,Yes,Yes,78
Reinickendorf,Entire Home/Apt,4,1,52,Yes,No,Yes,Yes,74
Mitte,Entire Home/Apt,3,0,6,Yes,No,No,Yes,80
Mitte,Private Room,3,1,25,Yes,No,Yes,Yes,90
Mitte,Entire Home/Apt,2,1,53,Yes,No,Yes,Yes,87
Pankow,Private Room,2,1,12,Yes,No,Yes,Yes,49
Tempelhof - Schöneberg,Private Room,2,1,90,Yes,Yes,Yes,Yes,30
Tempelhof - Schöneberg,Entire Home/Apt,13,4,36,Yes,No,Yes,Yes,240
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,1,Yes,Yes,Yes,Yes,70
Tempelhof - Schöneberg,Private Room,2,1,6,Yes,No,Yes,Yes,30
Mitte,Private Room,2,1,3,Yes,Yes,Yes,Yes,19
Mitte,Private Room,2,1,1,Yes,No,Yes,Yes,25
Pankow,Private Room,1,1,0,Yes,Yes,Yes,Yes,14
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,30
Pankow,Private Room,2,1,11,Yes,No,Yes,Yes,38
Friedrichshain-Kreuzberg,Private Room,2,1,5,Yes,Yes,Yes,Yes,30
Charlottenburg-Wilm.,Private Room,1,1,0,No,Yes,Yes,Yes,10
Neukölln,Private Room,2,1,0,Yes,Yes,Yes,Yes,30
Pankow,Private Room,2,1,210,Yes,Yes,Yes,Yes,49
Friedrichshain-Kreuzberg,Entire Home/Apt,5,3,12,Yes,No,Yes,Yes,120
Friedrichshain-Kreuzberg,Private Room,2,1,0,Yes,Yes,Yes,Yes,15
Neukölln,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,97
Pankow,Private Room,3,1,0,Yes,Yes,Yes,Yes,40
Neukölln,Entire Home/Apt,5,2,8,Yes,Yes,No,Yes,89
Neukölln,Private Room,3,1,0,Yes,Yes,Yes,Yes,21
Mitte,Private Room,1,1,0,Yes,Yes,No,Yes,20
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,22
Pankow,Entire Home/Apt,1,0,7,Yes,No,Yes,Yes,45
Friedrichshain-Kreuzberg,Private Room,2,1,13,Yes,No,Yes,Yes,75
Pankow,Entire Home/Apt,5,4,1,Yes,No,Yes,Yes,90
Mitte,Entire Home/Apt,3,1,3,Yes,Yes,Yes,Yes,50
Mitte,Private Room,2,1,2,Yes,Yes,Yes,Yes,26
Steglitz - Zehlendorf,Private Room,2,1,5,Yes,Yes,Yes,Yes,29
Mitte,Private Room,2,1,1,Yes,Yes,Yes,Yes,50
Neukölln,Private Room,2,1,4,Yes,Yes,Yes,Yes,30
Tempelhof - Schöneberg,Entire Home/Apt,2,1,42,Yes,Yes,No,Yes,55
Mitte,Private Room,2,1,2,Yes,Yes,No,Yes,20
Pankow,Private Room,1,1,49,Yes,Yes,Yes,Yes,24
Charlottenburg-Wilm.,Private Room,2,1,9,Yes,Yes,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,2,1,8,Yes,Yes,Yes,Yes,24
Mitte,Private Room,2,1,5,Yes,No,Yes,Yes,40
Pankow,Private Room,2,1,1,Yes,Yes,Yes,Yes,24
Friedrichshain-Kreuzberg,Entire Home/Apt,1,1,3,No,Yes,No,Yes,45
Tempelhof - Schöneberg,Private Room,2,1,5,Yes,No,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,4,1,0,Yes,No,Yes,Yes,60
Mitte,Entire Home/Apt,3,1,136,Yes,No,Yes,Yes,110
Neukölln,Private Room,2,1,1,Yes,Yes,Yes,Yes,24
Steglitz - Zehlendorf,Entire Home/Apt,6,3,9,Yes,Yes,Yes,Yes,100
Neukölln,Entire Home/Apt,2,2,0,Yes,Yes,Yes,Yes,25
Neukölln,Private Room,2,1,6,Yes,Yes,Yes,Yes,35
Mitte,Entire Home/Apt,3,1,60,Yes,No,No,Yes,49
Charlottenburg-Wilm.,Entire Home/Apt,3,1,0,Yes,No,Yes,Yes,57
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,1,Yes,No,Yes,Yes,40
Tempelhof - Schöneberg,Private Room,2,1,12,Yes,Yes,Yes,Yes,20
Treptow - Köpenick,Entire Home/Apt,2,1,3,Yes,No,Yes,Yes,65
Friedrichshain-Kreuzberg,Private Room,2,1,2,Yes,No,Yes,Yes,45
Mitte,Entire Home/Apt,3,0,2,Yes,No,Yes,Yes,26
Neukölln,Private Room,2,1,5,Yes,Yes,Yes,Yes,38
Friedrichshain-Kreuzberg,Entire Home/Apt,3,2,2,No,Yes,No,Yes,30
Charlottenburg-Wilm.,Entire Home/Apt,2,1,4,Yes,Yes,Yes,Yes,30
Friedrichshain-Kreuzberg,Private Room,1,1,3,Yes,Yes,Yes,Yes,20
Friedrichshain-Kreuzberg,Private Room,1,1,3,Yes,Yes,Yes,Yes,25
Friedrichshain-Kreuzberg,Entire Home/Apt,6,2,252,Yes,No,Yes,Yes,59
Friedrichshain-Kreuzberg,Private Room,2,1,33,Yes,Yes,Yes,Yes,40
Mitte,Entire Home/Apt,5,1,10,Yes,No,Yes,Yes,95
Neukölln,Entire Home/Apt,2,1,5,Yes,Yes,Yes,Yes,55
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,29
Neukölln,Private Room,2,1,2,Yes,Yes,Yes,Yes,15
Friedrichshain-Kreuzberg,Private Room,3,1,2,No,Yes,Yes,No,25
Friedrichshain-Kreuzberg,Entire Home/Apt,4,2,12,Yes,No,Yes,Yes,120
Steglitz - Zehlendorf,Entire Home/Apt,3,0,14,Yes,No,No,Yes,38
Friedrichshain-Kreuzberg,Private Room,2,1,12,Yes,Yes,Yes,Yes,25
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,49
Mitte,Private Room,2,1,1,Yes,No,Yes,Yes,40
Charlottenburg-Wilm.,Entire Home/Apt,2,1,0,Yes,No,Yes,Yes,44
Neukölln,Entire Home/Apt,2,1,0,No,Yes,Yes,Yes,45
Mitte,Entire Home/Apt,4,2,4,Yes,No,Yes,Yes,45
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,2,Yes,No,Yes,Yes,80
Mitte,Private Room,1,1,0,Yes,Yes,Yes,Yes,20
Mitte,Private Room,2,1,1,Yes,No,Yes,Yes,27
Mitte,Private Room,2,1,2,Yes,Yes,Yes,Yes,35
Friedrichshain-Kreuzberg,Private Room,1,1,1,Yes,Yes,Yes,Yes,65
Mitte,Entire Home/Apt,2,1,4,No,No,Yes,Yes,45
Tempelhof - Schöneberg,Private Room,2,1,46,Yes,No,Yes,Yes,35
Friedrichshain-Kreuzberg,Entire Home/Apt,2,1,0,No,No,No,Yes,26
